ID,DateTimeOfCall,Year,FinYear,Date,HourOfCall,WeekNumber,WeekDay,DayOfWeek,StnGroundName,OperationType,Animal,PumpCount,PumpHours,HourlyCost,IncidentCost,TrueCost,PostcodeDistrict,Borough,BoroughCode,Ward,WardCode,Street,Latitude,Longitude,PropertyType,PropertyCategory,OriginOfCall,Description,Restored
20090204002500,2009-02-04 00:25:00,2009,2008/09,2009-02-04,0,6,3,Wednesday,Hammersmith,Animal Rescue From Below Ground,Fox,1,1,255,255,255,W14,Hammersmith And Fulham,E09000013,Avonmore,E05013734,Avonmore Road,51.4945038488,-0.2059499744,Wasteland ,Outdoor,Person,,False
20090204174700,2009-02-04 17:47:00,2009,2008/09,2009-02-04,17,6,3,Wednesday,Kensington,Other Animal Assistance,Cat,1,1,255,255,255,W8,Kensington And Chelsea,E09000020,Campden,E05009390,Bedford Gardens,51.5052685149,-0.1989105223,House - Single Occupancy ,Dwelling,Person,,True
20090206090800,2009-02-06 09:08:00,2009,2008/09,2009-02-06,9,6,5,Friday,Essex,Animal Rescue From Water,Dog,2,3,255,765,1530,IG10,Epping Forest,E07000072,Loughton Forest,E05004162,Warren Hill,51.6387434835,0.0276604882,Lake/Pond/Reservoir ,Outdoor,Fire Brigade,,False
20090206144200,2009-02-06 14:42:00,2009,2008/09,2009-02-06,14,6,5,Friday,West Norwood,Animal Rescue From Height,Cat,1,1,255,255,255,SE19,Lambeth,E09000022,Gipsy Hill,E05014103,Gipsy Hill,51.4224881524,-0.083662056,Cycle Path/Public Footpath/Bridleway ,Outdoor,Person,,False
20090206171400,2009-02-06 17:14:00,2009,2008/09,2009-02-06,17,6,5,Friday,Brixton,Animal Rescue From Water,Cat,1,1,255,255,255,SW9,Lambeth,E09000022,Brixton North,E05014096,St. John'S Crescent,51.465165,-0.108701,Converted Flat/Maisonette - Up To 2 Storeys ,Dwelling,Person,,True
20090206192900,2009-02-06 19:29:00,2009,2008/09,2009-02-06,19,6,5,Friday,Brixton,Other Animal Assistance,Cat,1,1,255,255,255,SW9,Lambeth,E09000022,Brixton North,E05014096,St. John'S Crescent,51.465165,-0.1156064827,Converted Flat/Maisonette - Up To 2 Storeys ,Dwelling,Person,,True
20090207111200,2009-02-07 11:12:00,2009,2008/09,2009-02-07,11,6,6,Saturday,Soho,Animal Rescue From Below Ground,Bird,1,1,255,255,255,WC2H,Westminster,E09000033,St. James'S,E05013806,Lisle Street,51.5113425278,-0.1313565923,Tree Scrub ,Outdoor,Person,,False
20090207124300,2009-02-07 12:43:00,2009,2008/09,2009-02-07,12,6,6,Saturday,Surbiton,Other Animal Assistance,Other Farm Animal,1,1,255,255,255,KT9,Kingston Upon Thames,E09000021,Chessington South & Malden Rushett,E05013931,Fair Oak Lane,51.3411919205,-0.3190513089,Other Outdoor Location ,Outdoor,Police,,False
20090208005900,2009-02-08 00:59:00,2009,2008/09,2009-02-08,0,6,7,Sunday,Islington,Other Animal Assistance,Cat,1,1,255,255,255,N1,Islington,E09000019,Laycock,E05013708,Upper Street,51.5430251525,-0.1034215027,Other Residential Home ,Other Residential,Person,,False
20090208120800,2009-02-08 12:08:00,2009,2008/09,2009-02-08,12,6,7,Sunday,Chingford,Animal Rescue From Water,Dog,1,1,255,255,255,E4,Waltham Forest,E09000031,Chingford Green,E05013885,Rangers Road,51.6328427774,0.0183513581,Lake/Pond/Reservoir ,Outdoor,Fire Brigade,,False
20090214113800,2009-02-14 11:38:00,2009,2008/09,2009-02-14,11,7,6,Saturday,Hornsey,Other Animal Assistance,Dog,1,1,255,255,255,N8,Haringey,E09000014,Crouch End,E05013588,Park Road,51.5855411392,-0.1347803488,Cycle Path/Public Footpath/Bridleway ,Outdoor,Person,,False
20090215155300,2009-02-15 15:53:00,2009,2008/09,2009-02-15,15,7,7,Sunday,Shadwell,Animal Rescue From Water,Bird,1,1,255,255,255,E1W,Tower Hamlets,E09000030,St. Katharine'S & Wapping,E05009330,Porters Walk,51.5083008554,-0.0592541773,River/Canal ,Outdoor,Person,,False
20090216111300,2009-02-16 11:13:00,2009,2008/09,2009-02-16,11,8,1,Monday,Purley,Animal Rescue From Height,Bird,1,1,255,255,255,CR8,Croydon,E09000008,Purley,E05000159,High Street,51.3378154646,-0.1154642783,Single Shop ,Non Residential,Person,,False
20090217132300,2009-02-17 13:23:00,2009,2008/09,2009-02-17,13,8,2,Tuesday,Erith,Animal Rescue From Water,Cat,2,5,255,1275,2550,DA8,Bexley,E09000004,Erith,E05000075,Macarthur Close,51.485278451,0.17735639,River/Canal ,Outdoor,Person,,False
20090217161300,2009-02-17 16:13:00,2009,2008/09,2009-02-17,16,8,2,Tuesday,Heston,Animal Rescue From Height,Bird,1,1,255,255,255,TW7,Hounslow,E09000018,Osterley & Spring Grove,E05013626,Great West Road,51.4830326506,-0.3247744904,Tree Scrub ,Outdoor,Person,,False
20090218132200,2009-02-18 13:22:00,2009,2008/09,2009-02-18,13,8,3,Wednesday,Park Royal,Animal Rescue From Below Ground,Bird,1,1,255,255,255,NW10,Brent,E09000005,Stonebridge,E05013510,Bridge Road,51.5495700067,-0.2563575524,Park ,Outdoor,Person,,False
20090220093500,2009-02-20 09:35:00,2009,2008/09,2009-02-20,9,8,5,Friday,Dagenham,Animal Rescue From Height,Cat,1,1,255,255,255,RM10,Barking And Dagenham,E09000002,Heath,E05014063,Bradwell Avenue,51.551978,0.1568551904,Purpose Built Flats/Maisonettes - 10 Or More Storeys ,Dwelling,Person,,True
20090221140800,2009-02-21 14:08:00,2009,2008/09,2009-02-21,14,8,6,Saturday,Lambeth,Animal Rescue From Height,Fox,1,1,255,255,255,SE1,Lambeth,E09000022,Waterloo & South Bank,E05014118,Upper Ground,51.5071916593,-0.1136144003,Bridge,Outdoor Structure,Person,,False
20090221161200,2009-02-21 16:12:00,2009,2008/09,2009-02-21,16,8,6,Saturday,Barnet,Animal Rescue From Below Ground,Cat,1,1,255,255,255,EN5,Barnet,E09000003,Underhill,E05013647,Milton Avenue,51.6466232487,-0.1990824746,Tree Scrub ,Outdoor,Person,,False
20090222131700,2009-02-22 13:17:00,2009,2008/09,2009-02-22,13,8,7,Sunday,New Malden,Animal Rescue From Water,Bird,1,1,255,255,255,SW20,Merton,E09000024,Cannon Hill,E05013811,Cannon Hill Lane,51.4027360199,-0.2196930965,Lake/Pond/Reservoir ,Outdoor,Person,,False
20090222172200,2009-02-22 17:22:00,2009,2008/09,2009-02-22,17,8,7,Sunday,Bromley,Animal Rescue From Height,Other Domestic Animal,1,1,255,255,255,BR1,Lewisham,E09000023,Downham,E05013720,Swiftsden Way,51.4320248096,0.0145350327,House - Single Occupancy ,Dwelling,Person,,True
20090223152800,2009-02-23 15:28:00,2009,2008/09,2009-02-23,15,9,1,Monday,Stratford,Animal Rescue From Below Ground,Cat,1,1,255,255,255,E7,Newham,E09000025,Forest Gate South,E05013912,Woodgrange Road,51.5445894495,0.023688,Purpose Built Flats/Maisonettes - 4 To 9 Storeys ,Dwelling,Person,,True
20090223165600,2009-02-23 16:56:00,2009,2008/09,2009-02-23,16,9,1,Monday,Woodford,Animal Rescue From Height,Bird,1,1,255,255,255,E4,Waltham Forest,E09000031,Hale End & Highams Park South,E05013889,Hale End Road,51.6087646435,0.002903,House - Single Occupancy ,Dwelling,Person,,True
20090225221800,2009-02-25 22:18:00,2009,2008/09,2009-02-25,22,9,3,Wednesday,Plumstead,Animal Rescue From Height,Cat,1,2,255,510,510,SE18,Greenwich,E09000011,Woolwich Common,E05014093,Nightingale Place,51.4789443538,0.0603189624,Purpose Built Flats/Maisonettes - 4 To 9 Storeys ,Dwelling,Person,,True
20090227163500,2009-02-27 16:35:00,2009,2008/09,2009-02-27,16,9,5,Friday,Barking,Animal Rescue From Height,Bird,1,1,255,255,255,IG11,Barking And Dagenham,E09000002,Barking Riverside,E05014055,Shaw Avenue,51.5225189766,0.1124027083,House - Single Occupancy ,Dwelling,Person,,True
20090301083100,2009-03-01 08:31:00,2009,2008/09,2009-03-01,8,9,7,Sunday,Euston,Other Animal Assistance,Dog,1,1,255,255,255,NW1,Camden,E09000007,Primrose Hill,E05013667,Fitzroy Road,51.539271986,-0.1551020083,Car ,Road Vehicle,Person,,False
20090302142900,2009-03-02 14:29:00,2009,2008/09,2009-03-02,14,10,1,Monday,East Ham,Animal Rescue From Height,Cat,1,1,255,255,255,E6,Newham,E09000025,Beckton,E05013904,Robin Crescent,51.508689,0.045619,House - Single Occupancy ,Dwelling,Person,,True
20090303110500,2009-03-03 11:05:00,2009,2008/09,2009-03-03,11,10,2,Tuesday,East Ham,Animal Rescue From Height,Cat,1,1,255,255,255,E6,Newham,E09000025,Plashet,E05013921,Edith Road,51.546923,0.0504475096,House - Single Occupancy ,Dwelling,Person,,True
20090303125400,2009-03-03 12:54:00,2009,2008/09,2009-03-03,12,10,2,Tuesday,Plaistow,Animal Rescue From Height,Bird,1,1,255,255,255,E16,Newham,E09000025,Canning Town South,E05013907,Silvertown Way,51.5149823659,0.0091024842,Railway Building - Other,Non Residential,Person,,False
20090304183600,2009-03-04 18:36:00,2009,2008/09,2009-03-04,18,10,3,Wednesday,Wimbledon,Animal Rescue From Water,Dog,1,1,255,255,255,SW19,Merton,E09000024,Wimbledon Park,E05013828,Weir Road,51.4319915258,-0.1904734796,River/Canal ,Outdoor,Person,,False
20090304214400,2009-03-04 21:44:00,2009,2008/09,2009-03-04,21,10,3,Wednesday,Whitechapel,Animal Rescue From Height,Dog,1,1,255,255,255,E1,Tower Hamlets,E09000030,Spitalfields & Banglatown,E05009333,Brick Lane,51.522345,-0.0727511896,Converted Flat/Maisonettes - 3 Or More Storeys,Dwelling,Person,,True
20090304233500,2009-03-04 23:35:00,2009,2008/09,2009-03-04,23,10,3,Wednesday,Lee Green,Animal Rescue From Water,Dog,1,1,255,255,255,SE13,Lewisham,E09000023,Lee Green,E05013726,Weardale Road,51.4584329681,-0.002884196,Canal/Riverbank Vegetation ,Outdoor,Person,,False
20090306152200,2009-03-06 15:22:00,2009,2008/09,2009-03-06,15,10,5,Friday,East Ham,Animal Rescue From Water,Cat,1,2,255,510,510,E6,Newham,E09000025,Green Street East,E05013913,Elizabeth Road,51.5374336359,0.0436459658,Tree Scrub ,Outdoor,Person,,False
